Name,Color,Rarity,# Seen,ALSA,# Picked,ATA,# GP,% GP,GP WR,# OH,OH WR,# GD,GD WR,# GIH,GIH WR,# GNS,GNS WR,IWD,mana_cost,cmc,type_line,oracle_text,power,toughness,colors,color_identity,keywords,set,rarity
"Breya, Etherium Shaper",WUBR,M,14090,4.64,2141,6.33,3703,30.10%,50.60%,642,51.70%,910,58.10%,1552,55.50%,2141,46.70%,8.8pp,{W}{U}{B}{R},4,Legendary Artifact Creature — Human,"When Breya, Etherium Shaper enters the battlefield, create two 1/1 blue Thopter artifact creature tokens with flying.
{2}, Sacrifice two artifacts: Choose one —
• Breya deals 3 damage to target player or planeswalker.
• Target creature gets -4/-4 until end of turn.
• You gain 5 life.",4,4,"['B', 'R', 'U', 'W']","['B', 'R', 'U', 'W']",[],mh3,mythic
Kaalia of the Vast,WBR,M,16475,5.6,1865,8.73,410,3.80%,,72,,76,,148,,262,,,{1}{R}{W}{B},4,Legendary Creature — Human Cleric,"Flying
Whenever Kaalia of the Vast attacks an opponent, you may put an Angel, Demon, or Dragon creature card from your hand onto the battlefield tapped and attacking that opponent.",2,2,"['B', 'R', 'W']","['B', 'R', 'W']",['Flying'],mh3,mythic
Emerald Medallion,,R,37780,6.36,3794,10.15,727,3.20%,43.90%,132,,145,,277,,447,,,{2},2,Artifact,Green spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Jet Medallion,,R,36815,6.24,3719,9.94,1296,5.80%,48.20%,224,,286,,510,47.60%,784,48.30%,-0.7pp,{2},2,Artifact,Black spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Junk Diver,,U,126573,7.58,13060,11.22,14172,18.30%,49.60%,2335,46.50%,2941,48.10%,5276,47.40%,8885,50.90%,-3.5pp,{3},3,Artifact Creature — Bird,"Flying
When Junk Diver dies, return another target artifact card from your graveyard to your hand.",1,1,[],[],['Flying'],mh3,uncommon
Pearl Medallion,,R,38502,6.57,4030,10.35,614,2.50%,48.50%,109,,127,,236,,369,,,{2},2,Artifact,White spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Ruby Medallion,,R,37443,6.32,3875,10.02,1009,4.40%,47.20%,146,,220,,366,,641,49.80%,,{2},2,Artifact,Red spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Sapphire Medallion,,R,37781,6.45,3845,10.2,537,2.40%,38.20%,100,,117,,217,,321,,,{2},2,Artifact,Blue spells you cast cost {1} less to cast.,,,[],[],[],mh3,rare
Urza's Incubator,,R,32834,5.55,3046,8.89,2883,16.20%,46.30%,464,,679,43.30%,1143,42.80%,1724,48.50%,-5.7pp,{3},3,Artifact,"As Urza's Incubator enters the battlefield, choose a creature type.
Creature spells of the chosen type cost {2} less to cast.",,,[],[],[],mh3,rare
Worn Powerstone,,U,97482,5.08,11968,7.3,44193,63.10%,51.90%,7907,52.20%,10376,52.00%,18283,52.00%,25624,51.70%,0.4pp,{3},3,Artifact,"Worn Powerstone enters the battlefield tapped.
{T}: Add {C}{C}.",,,[],[],[],mh3,uncommon
Barbarian Ring,R,U,130126,8.07,15544,11.58,21590,23.00%,55.00%,3586,53.40%,4362,53.00%,7948,53.20%,13614,56.00%,-2.8pp,,0,Land,"{T}: Add {R}. Barbarian Ring deals 1 damage to you.
Threshold — {R}, {T}, Sacrifice Barbarian Ring: It deals 2 damage to any target. Activate only if seven or more cards are in your graveyard.",,,[],['R'],['Threshold'],mh3,uncommon
Cephalid Coliseum,U,U,129993,8.17,15039,11.79,14587,16.30%,51.00%,2401,48.90%,4083,53.10%,6484,51.60%,8152,50.70%,0.9pp,,0,Land,"{T}: Add {U}. Cephalid Coliseum deals 1 damage to you.
Threshold — {U}, {T}, Sacrifice Cephalid Coliseum: Target player draws three cards, then discards three cards. Activate only if seven or more cards are in your graveyard.",,,[],['U'],['Threshold'],mh3,uncommon
Deserted Temple,,R,39726,6.48,4034,10.14,3071,12.80%,47.30%,513,43.90%,703,47.80%,1216,46.10%,1855,47.80%,-1.6pp,,0,Land,"{T}: Add {C}.
{1}, {T}: Untap target land.",,,[],[],[],mh3,rare
Nesting Grounds,,U,122570,6.76,15234,9.88,42366,47.20%,52.00%,6796,50.70%,9329,51.70%,16125,51.30%,26018,52.50%,-1.2pp,,0,Land,"{T}: Add {C}.
{1}, {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.",,,[],[],[],mh3,uncommon
Phyrexian Tower,B,M,13393,4.29,1648,6.12,4405,46.50%,49.80%,741,48.30%,1017,53.90%,1758,51.50%,2633,48.70%,2.8pp,,0,Legendary Land,"{T}: Add {C}.
{T}, Sacrifice a creature: Add {B}{B}.",,,[],['B'],[],mh3,mythic
